month,year,department,cost_center,budget_revenue,actual_revenue,forecast_revenue,budget_expense,actual_expense,forecast_expense																																																																																																																																																																																																																																																																																																																																																								Column344	Column345	Column346	Column347	Column348	Column349	Column350	Column351
Mar,	2025,	Customer Success,	Support,	175000,	178000,	177000,	123000,	129000,	126000																																																																																																																																																																																																																																																																																																																																																															
Mar,	2025,	Customer Success,	Onboarding,	150000,	152000,	151000,	113000,	118000,	116000																																																																																																																																																																																																																																																																																																																																																															
Mar,	2025,	Product,	Product Management,	0,	0,	0,	215000,	223000,	219000																																																																																																																																																																																																																																																																																																																																																															
Mar,	2025,	Product,	UX,	0,	0,	0,	138000,	145000,	141000																																																																																																																																																																																																																																																																																																																																																															
Mar,	2025,	Engineering,	Backend,	0,	0,	0,	305000,	320000,	313000																																																																																																																																																																																																																																																																																																																																																															
Mar,	2025,	Engineering,	Frontend,	0,	0,	0,	260000,	271000,	265000																																																																																																																																																																																																																																																																																																																																																															
Mar,	2025,	Engineering,	DevOps,	0,	0,	0,	230000,	241000,	235000																																																																																																																																																																																																																																																																																																																																																															
Mar,	2025,	G&A,	HR,	0,	0,	0,	108000,	113000,	111000																																																																																																																																																																																																																																																																																																																																																															
Mar,	2025,	G&A,	Finance,	0,	0,	0,	128000,	134000,	131000																																																																																																																																																																																																																																																																																																																																																															
Mar,	2025,	G&A,	Legal,	0,	0,	0,	93000,	97000,	95000																																																																																																																																																																																																																																																																																																																																																															
																																																																																																																																																																																																																																																																																																																																																																								
Apr,	2025,	Sales,	Field Sales,	680000,	675000,	690000,	258000,	270000,	265000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	Sales,	Inside Sales,	505000,	500000,	510000,	172000,	177000,	174000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	Sales,	Sales Ops,	147000,	145000	148000,	85000,	89000,	87000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	Marketing,	Digital,	275000,	278000,	280000,	197000,	205000,	200000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	Marketing,	Events,	126000,	124000,	127000,	139000,	146000,	142000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	Marketing,	Brand,	99000,	98000,	100000,	104000,	108000,	106000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	Customer Success,	Support,	177000,	175000,	179000,	124000,	130000,	127000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	Customer Success,	Onboarding,	152000,	150000,	153000,	114000,	119000,	117000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	Product,	Product Management,	0,	0,	0,	218000,	226000,	222000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	Product,	UX,	0,	0,	0,	140000,	147000,	143000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	Engineering,	Backend,	0,	0,	0,	308000,	323000,	316000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	Engineering,	Frontend,	0,	0,	0,	262000,	273000,	267000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	Engineering,	DevOps,	0,	0,	0,	232000,	243000,	237000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	G&A,	HR,	0,	0,	0,	109000,	114000,	112000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	G&A,	Finance,	0,	0,	0,	129000,	135000,	132000																																																																																																																																																																																																																																																																																																																																																															
Apr,	2025,	G&A,	Legal,	0,	0,	0,	94000,	98000,	96000																																																																																																																																																																																																																																																																																																																																																															
																																																																																																																																																																																																																																																																																																																																																																								
May,	2025,	Sales,	Field Sales,	690000,	705000,	700000,	260000,	272000,	267000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	Sales,	Inside Sales,	510000,	520000,	518000,	174000,	179000,	176000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	Sales,	Sales Ops,	150000,	152000,	151000,	86000,	90000,	88000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	Marketing,	Digital,	280000,	290000,	285000,	200000,	208000,	203000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	Marketing,	Events,	128000,	130000,	129000,	141000,	148000,	144000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	Marketing,	Brand,	100000,	102000,	101000,	105000,	109000,	107000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	Customer Success,	Support,	180000,	183000,	182000,	126000,	132000,	129000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	Customer Success,	Onboarding,	155000,	157000,	156000,	116000,	121000,	119000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	Product,	Product Management,	0,	0,	0,	220000,	228000,	224000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	Product,	UX,	0,	0,	0,	142000,	149000,	145000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	Engineering,	Backend,	0,	0,	0,	310000,	325000,	318000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	Engineering,	Frontend,	0,	0,	0,	265000,	276000,	270000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	Engineering,	DevOps,	0,	0,	0,	235000,	246000,	240000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	G&A,	HR,	0,	0,	0,	110000,	115000,	113000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	G&A,	Finance,	0,	0,	0,	130000,	136000,	133000																																																																																																																																																																																																																																																																																																																																																															
May,	2025,	G&A,	Legal,	0,	0,	0,	95000,	99000,	97000																																																																																																																																																																																																																																																																																																																																																															
																																																																																																																																																																																																																																																																																																																																																																								
Jun,	2025,	Sales,	Field Sales,	700000,	690000,	710000,	262000,	274000,	269000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	Sales,	Inside Sales,	515000,	510000,	520000,	176000,	181000,	178000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	Sales,	Sales Ops,	152000,	150000,	153000,	87000,	91000,	89000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	Marketing,	Digital,	282000,	280000,	288000,	202000,	210000,	205000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	Marketing,	Events,	129000,	127000,	130000,	142000,	149000,	145000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	Marketing,	Brand,	101000,	100000,	102000,	106000,	110000,	108000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	Customer Success,	Support,	182000,	180000,	184000,	127000,	133000,	130000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	Customer, Success,	Onboarding,	157000,	155000,	158000,	117000,	122000,	120000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	Product,	Product Management,	0,	0,	0,	222000,	230000,	226000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	Product,	UX,	0,	0,	0,	143000,	150000,	146000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	Engineering,	Backend,	0,	0,	0,	312000,	327000,	320000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	Engineering,	Frontend,	0,	0,	0,	267000,	278000,	272000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	Engineering,	DevOps,	0,	0,	0,	237000,	248000,	242000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	G&A,	HR,	0,	0,	0,	111000,	116000,	114000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	G&A,	Finance,	0,	0,	0,	131000,	137000,	134000																																																																																																																																																																																																																																																																																																																																																															
Jun,	2025,	G&A,	Legal,	0,	0,	0,	96000,	100000,	98000																																																																																																																																																																																																																																																																																																																																																															
																																																																																																																																																																																																																																																																																																																																																																								
Jul,	2025,	Sales,	Field Sales,	710000,	725000,	720000,	265000,	277000,	272000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	Sales,	Inside Sales,	520000,	530000,	528000,	178000,	183000,	180000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	Sales,	Sales Ops,	154000,	156000,	155000,	88000,	92000,	90000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	Marketing,	Digital,	285000,	290000,	292000,	205000,	213000,	208000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	Marketing,	Events,	130000,	132000,	131000,	143000,	150000,	146000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	Marketing,	Brand,	102000,	103000,	103500,	107000,	111000,	109000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	Customer Success,	Support,	185000,	188000,	187000,	128000,	134000,	131000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	Customer Success,	Onboarding,	160000,	162000,	161000,	118000,	123000,	121000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	Product,	Product Management,	0,	0,	0,	225000,	233000,	229000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	Product,	UX,	0,	0,	0,	145000,	152000,	148000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	Engineering,	Backend,	0,	0,	0,	315000,	330000,	323000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	Engineering,	Frontend,	0,	0,	0,	270000,	281000,	275000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	Engineering,	DevOps,	0,	0,	0,	240000,	251000,	245000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	G&A,	HR,	0,	0,	0,	112000,	117000,	115000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	G&A,	Finance,	0,	0,	0,	132000,	138000,	135000																																																																																																																																																																																																																																																																																																																																																															
Jul,	2025,	G&A,	Legal,	0,	0,	0,	97000,	101000,	99000																																																																																																																																																																																																																																																																																																																																																															
																																																																																																																																																																																																																																																																																																																																																																								
Aug,	2025,	Sales,	Field Sales,	720000,	710000,	730000,	268000,	280000,	275000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	Sales,	Inside Sales,	525000,	520000,	530000,	180000,	185000,	182000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	Sales,	Sales Ops,	156000,	154000,	157000,	89000,	93000,	91000,																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	Marketing,	Digital,	288000,	286000, 294000,	207000,	215000,	210000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	Marketing,	Events,	132000,	130000,	133000,	144000,	151000,	147000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	Marketing,	Brand,	103000,	102000,	104000,	108000,	112000,	110000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	Customer Success,	Support,	187000,	185000,	189000,	129000, 135000,	132000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	Customer Success,	Onboarding,	162000,	160000,	163000,	119000,	124000,	122000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	Product,	Product Management,	0,	0,	0,	227000,	235000,	231000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	Product,	UX,	0,	0,	0,	147000,	154000,	150000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	Engineering,	Backend,	0,	0,	0,	318000,	333000,	326000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	Engineering,	Frontend,	0,	0,	0,	272000,	283000,	277000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	Engineering,	DevOps,	0,	0,	0,	242000,	253000,	247000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	G&A,	HR,	0,	0,	0,	113000,	118000,	116000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	G&A,	Finance,	0,	0,	0,	133000,	139000,	136000																																																																																																																																																																																																																																																																																																																																																															
Aug,	2025,	G&A,	Legal,	0,	0,	0,	98000,	102000,	100000																																																																																																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																																																																																																																								
Sep,	2025,	Sales,	Field Sales,	730000,	745000,	740000,	270000,	282000,	277000																																																																																																																																																																																																																																																																																																																																																															
Sep,	2025,	Sales,	Inside Sales,	530000,	540000,	538000,	182000,	187000,	184000																																																																																																																																																																																																																																																																																																																																																															
Sep,	2025,	Sales,	Sales Ops,	158000,	160000,	159000,	90000,	94000,	92000																																																																																																																																																																																																																																																																																																																																																															
Sep,	2025,	Marketing,	Digital,	290000,	295000,	297000,	209000,	217000,	212000																																																																																																																																																																																																																																																																																																																																																															
Sep,	2025,	Marketing,	Events,	134000,	136000,	135000,	145000,	152000,	148000																																																																																																																																																																																																																																																																																																																																																															
Sep,	2025,	Marketing,	Brand,	104000,	105000,	105500,	109000,	113000,	111000																																																																																																																																																																																																																																																																																																																																																															
Sep,	2025,	Customer Success,	Support,	190000,	193000,	192000,	130000,	136000,	133000																																																																																																																																																																																																																																																																																																																																																															
Sep,	2025,	Customer Success,	Onboarding,	165000,	167000,	166000,	120000,	125000,	123000																																																																																																																																																																																																																																																																																																																																																															
Sep,	2025,	Product,	Product Management,	0,	0,	0,	230000,	238000,	234000																																																																																																																																																																																																																																																																																																																																																															
Sep,	2025,	Product,	UX,	0,	0,	0,	149000,	156000,	152000																																																																																																																																																																																																																																																																																																																																																															
Sep,	2025,	Engineering,	Backend,	0,	0,	0,	320000,	335000,	328000																																																																																																																																																																																																																																																																																																																																																															
Sep,	2025,	Engineering,	Frontend,	0,	0,	0,	275000,	286000,	280000																																																																																																																																																																																																																																																																																																																																																															
